distance,location,isReturn,duration,description,difficulty,state,isOneWay,url,name,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9
28000,Carnarvon National Park,true,480,Great meandering walk following the Carnarvon creek,Medium,qld,false,https://www.aussiebushwalking.com/qld/carnarvon-national-park/carnarvon-gorge,Carnarvon Gorge,No Bird Watching,No BBQ,No Toilets,Rainforest,,,,,,
1000,Daintree National Park,true,30,"Located in the southern part of the World Heritage Listed, Daintree National Park, Mossman Gorge is one of the few places in the country that visitors can gain an insight into the lives, culture and beliefs of Australiaâ€™s Indigenous population and their connection to the natural environment. Walk along the creek and enjoy the Mossman Gorge in all its beauty.",Easy,qld,false,https://www.aussiebushwalking.com/qld/daintree-national-park/lower-river-track,Lower River Track,Waterfalls,Lookouts,Swimming,Picnic Facilities,Toilets,No Dogs Permitted,Rainforest,,,
4500,Crows Nest National Park,true,120,"Crows Nest Falls via Kauyoo Loop (including The Cascades, Kauyoo Pool and Bottlebrush Pool)",Medium,qld,false,https://www.aussiebushwalking.com/qld/crows-nest-national-park/crows-nest-falls-circuit,Crows Nest Falls Circuit,Waterfalls,Lookouts,No Dogs Permitted,No Cycling Permitted,,,,,,
13000,Crows Nest,true,300,"Starting from the same location as the normal day walks, it goes all the way to Perseverance Dam and then boulder-hopping all of the way up the gorge before a quick scramble up to Koonin Lookout",Hard,qld,false,https://www.aussiebushwalking.com/qld/crows-nest/valley-of-diamonds,Valley of Diamonds,,,,,,,,,,
4700,Bunya Mountains,true,150,A walk along the western ridge of the Bunya Mountains with views over the Darling Downs.,Easy,qld,false,https://www.aussiebushwalking.com/qld/bunya-mountains/paradise-to-westcott,Paradise to Westcott,,,,,,,,,,
5200,Girraween National Park,false,120,Panoramic views of Girraween including The Pyramids and Mt Norman.,Medium,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/castle-rock,Castle Rock,,,,,,,,,,
1400,Girraween National Park,false,30,"If time is limited, or if you prefer an easy stroll, this circuit track is ideal. Cross bald Rock Creek and wind through blackbutt and stringybark forest to Girraween's very own natural stone archway.",Easy,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/granite-arch-,Granite Arch,,,,,,,,,,
46000,Girraween National Park,false,2880,The route we took was a mix of bush tracks; fire trails and off track. There were quite a number of opportunities to replenish your water supply either at the Nat Park's camp grounds and creeks.,Medium,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/girraween-to-bald-rock-circuit,Girraween to Bald Rock Circuit,,,,,,,,,,
800,Daisy Hill Conservation Park,true,30,"A short walk through eucalyptus forest with information boards along the way talking about how the eucalyptus forest works.  There are quite a few steps, but the walk isn't too strenuous",Easy,qld,false,https://www.aussiebushwalking.com/qld/daisy-hill-conservation-park/tree-discovery-trail,Tree Discovery Trail,,,,,,,,,,
4200,Carnarvon National Park,true,60,"More than 400 stencilled motifs (images) decorate the walls of a sandstone shelter below the bluff of sandstone known as The Tombs. The Tombs once contained burial chambers for local Aboriginal people. Skeletons were wrapped and bound in bark burial cylinders. Sadly, by the end of the 20th century, the site had been robbed of this material, leaving little evidence of an elaborate mortuary culture. Take a close look at the rock art from a boardwalk with seats.",Easy,qld,false,https://www.aussiebushwalking.com/qld/carnarvon-national-park/tomb-art-site-mt-moffat,Tomb art site - Mt Moffat,No Lookouts,Picnic Facilities,Toilets,4WD Required,Arid or Desert,,,,,
4000,Daisy Hill Conservation Park,true,60,"This loop track can be accessed from the Tree Discovery Trail.  There is a track that branches links the two.  It is a fairly level four wheel drive track, so is quite an easy going walk.  It takes you through Eucalyptus forest.",Easy,qld,false,https://www.aussiebushwalking.com/qld/daisy-hill-conservation-park/spotted-gum-trail,Spotted Gum Trail,,,,,,,,,,
9000,Daisy Hill Conservation Park,false,180,This trail starts from the upper day-use area and allows visitors to explore Daisy Hill Conservation Park and adjoining Neville Lawrie Reserve. Take time by tranquil waterholes and enjoy views from the old quarry.,Easy,qld,false,https://www.aussiebushwalking.com/qld/daisy-hill-conservation-park/buhot-creek-circuit,Buhot Creek Circuit,,,,,,,,,,
7000,Daintree National Park,false,360,"I found this track a beautiful but hard walk just out of Cape Tribulation town. This track is now well worn and thanks to fellow bushwalkers has been clearly marked with pink flagging tape. The 1st kilometre is fairly steep with log hops and tree roots to watch for, but the 2nd undulates slightly and can be power walked.  From there to the top the trail is very steep and you will be pulling yourself up tree roots and tiny rock handholds; there is even a section where a rope has been provided to aid your climb. At the top there is a viewing platform with great views of Cape Tribulation Beach to the east.",Hard,qld,false,https://www.aussiebushwalking.com/qld/daintree-national-park/mt-sorrow-ridge-walk,Mt Sorrow Ridge walk,,,,,,,,,,
1200,Girraween National Park,false,30,"Take the gently sloping track to gaze at reflections in the still waters of Bald Rock Creek. Ground orchids, banksias, conesticks, geebungs and crinkle bushes are prominent in spring, as are the many colourful bird species living among them.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/dr-roberts-waterhole,Dr Roberts Waterhole,,,,,,,,,,
4000,Girraween National Park,false,60,"This circuit is ideal for a sample of Girraweenâ€™s finest features, with ample opportunity to see some of Giraweenâ€™s feathered, furred or scaly residents.",Easy,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/bald-rock-creek-circuit,Bald Rock Creek Circuit,,,,,,,,,,
8400,Burtons Well,false,240,"This walk takes you along the Western Side of Bunya Mountains, passing three lookouts with views over the plains.  Vegetation is dryer towards the the cliffs, with vine forests closer to the road.  The path gradually ascends as you follow it in this direction.  An easier walk may be to start sat Burtons Well.",Easy,qld,false,https://www.aussiebushwalking.com/qld/bunya-mountains/burtons-well/cherry-plain-to-burtons-well-circuit,Cherry Plain to Burtons Well Circuit,,,,,,,,,,
2800,Girraween National Park,true,90,Follow a well sign-posted trail until you reach Underground Creek. There are numerous rocks to scramble up and a small boulder cave with a waterfall to explore. The track continues around the main rock feature and up a short hill where you can stand on the lava flow rock fields on top of the rock feature.,Medium,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/underground-creek,Underground Creek,,,,,,,,,,
5000,Daintree National Park,true,90,"Located in the southern part of the World Heritage Listed, Daintree National Park, Mossman Gorge is one of the few places in the country that visitors can gain an insight into the lives, culture and beliefs of Australiaâ€™s Indigenous population and their connection to the natural environment.",Easy,qld,false,https://www.aussiebushwalking.com/qld/daintree-national-park/rainforest-circuit,Rainforest Circuit,Waterfalls,Lookouts,Swimming,Picnic Facilities,Toilets,No Dogs Permitted,Rainforest,,,
10400,Girraween National Park,false,300,The highest point in Girraween - Mt Norman provides some great views of the park and also visits the Eye of the Needle.,Medium,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/mt-norman,Mt Norman,,,,,,,,,,
4900,Girraween National Park,false,234,"THIS IS AN OFF TRACK WALK<br /><br />Long way round + 1.4km Short way round and up +0.9km. Very good scrambling skills or med. rock climbing skills required. As always do not attempt to climb just before, during, just after rain as the rock face can be extremely slipperly.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/second-pyramid,Second Pyramid,,,,,,,,,,
10600,Great Sandy National Park,false,210,Stroll through the Cooloola wilderness to the pleasant Fig Tree Point campground.,Easy,qld,true,https://www.aussiebushwalking.com/qld/great-sandy/elanda-to-fig-tree-point,Elanda to Fig Tree Point,,,,,,,,,,
null,Glen Rock Regional Park,false,null,Climb to a lookout at the base of Glen Rock. This walk provides great views down the valley carved by Blackfellow Creek and a good overview of Glen Rock Regional Park.,Medium,qld,false,https://www.aussiebushwalking.com/qld/glen-rock/east-lookout,East Lookout,,,,,,,,,,
3400,Girraween National Park,false,120,Grab some magnificent views from the first of Girraween's dominating Pyramids.,Medium,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/pyramid,The Pyramid,,,,,,,,,,
5000,Girraween National Park,false,120,"Enjoy an easy walk along the northern bank of Bald Rock Creek downstream to its junction with Ramsay Creek. In dry seasons, these creeks may not run.",Easy,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/the-junction,The Junction,,,,,,,,,,
76600,Great Sandy National Park,false,null,Kingfisher - Lake McKenzie - Central Station - Lake Boomanjin - Dili Villiage - Jabiru Swamp - Hook Point,Medium,qld,true,https://www.aussiebushwalking.com/qld/great-sandy/fraser-island,Fraser Island,,,,,,,,,,
200,Ipswich,false,30,A short walk to a lookout on a sandstone bluff. Tree top views over Six Mile Creek and the conservation area.,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich/bluff-lookout-circuit--white-rock-spring-mountain-conservation-estate-,Bluff Lookout Circuit (White Rock-Spring Mountain Conservation Estate),,,,,,,,,,
32000,Great Sandy National Park,false,2880,A beach walk from rainbow Beach to Double Island Point then onto Freshwater Camp Ground and an inland bushwalk back to Rainbow Beach.,Medium,qld,false,https://www.aussiebushwalking.com/qld/great-sandy/rainbow-beach-to-double-island-and-return-by-lake-poona,Rainbow Beach to Double Island and return by Lake Poona,,,,,,,,,,
6000,Ipswich,false,120,"A challenging steep track with limited signage recommended for experienced walkers with navigational skills and high fitness levels.  This track climbs up onto (and follows) the rocky ridge with great views of the region.  Caves and cliffs provide refuge for abundant wildlife including peregrine falcons, wedge-tailed eagles and wallabies.",Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich/white-rock-ridge-hike,White Rock Ridge Hike,,,,,,,,,,
3200,Great Sandy National Park,true,90,"Named after one of Captain Cook's crew (Carlo), Carlos Sandblow provides magnificent 360Â° views. To the north is Fraser Island and Inskip Point and to the south the length of Rainbow Beach all the way to Double Island Point. Informative signs on the Sandblow are provided.",Easy,qld,false,https://www.aussiebushwalking.com/qld/great-sandy/carlos-sandblow,Carlos Sandblow,,,,,,,,,,
6500,Ipswich,false,120,A moderate level track with some rough surfaces and,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich/white-rock-multi-user-trail,White Rock Multi-User Trail,No Dogs Permitted,No Horses Permitted,Cycling Permitted,,,,,,,
1400,Ipswich,false,60,A moderate level trail that leads you into a world of,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich/six-mile-creek-track--white-rock-spring-mountain-conservation-park,Six Mile Creek Track (White Rock-Spring Mountain Conservation Park,,,,,,,,,,
7400,Girraween National Park,false,240,"Branch off before Castle Rock and take an easy walk along a ridge top with some granite slabs. The Sphinx is a granite pinnacle bearing a large balancing tor, while Turtle Rock is a large granite monolith resembling a turtle's back.",Medium,qld,false,https://www.aussiebushwalking.com/qld/girraween-national-park/the-sphinx-and-turtle-rock,The Sphinx and Turtle Rock,,,,,,,,,,
7000,Ipswich,true,120,"An easy walk through the bushland around the southern end of Lake Wivenhoe to the high point on Pine Hill. The eucalyptus trees look very young, so I can only suppose that this will get better with age.",Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/pine-hill,Pine Hill,,,,,,,,,,
300,Ipswich,false,30,"Wander along the boardwalk in the cool shade of the Blue Gum forest.  Keep an eye out for a koala resting in a large gum, scratches and droppings at the base of the tree will point you in the right direction.  Access can be had to Bluff Lookout from the boardwalk",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/six-mile-creek-boardwalk,Six Mile Creek Boardwalk,No Dogs Permitted,,,,,,,,,
200,Ipswich,false,60,Take a detour from the Little White Rock Track along,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich/little-white-rock-lookout-circuit-track--white-rock-conservation-estate-,Little White Rock Lookout Circuit Track (White Rock Conservation Estate),,,,,,,,,,
600,Ipswich,false,30,Moderate level track suitable for average fitness levels.,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich/little-white-rock-track,Little White Rock Track,,,,,,,,,,
19000,Ipswich,false,600,The Yuddamun Trail contains some steep inclines and,Hard,qld,false,https://www.aussiebushwalking.com/qld/ipswich/yuddamun-trail,Yuddamun Trail,,,,,,,,,,
52000,Great Sandy National Park,false,2880,An interesting longer walk that can be done in two full on days or easy three days.,Medium,qld,false,https://www.aussiebushwalking.com/qld/great-sandy/cooloola-widerness-trail,Cooloola Widerness trail,,,,,,,,,,
3500,Ipswich - Flinders Goolman Conservation Estate,true,60,Walk through patches of majestic Hoop Pine forests following,Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/sandy-creek-track,Sandy Creek Track,,,,,,,,,,
2400,Ipswich - Flinders Goolman Conservation Estate,false,90,Entry is from Hardings Paddock Picnic Grounds -,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/rocky-knoll-lookout,Rocky Knoll Lookout,Navigation Required,No Dogs Permitted,,,,,,,,
7400,Ipswich - Flinders Goolman Conservation Estate,false,180,Entry is from Hardings Paddock Picnic Area,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/goolman-lookout-via-rocky-knoll,Goolman Lookout via Rocky Knoll,Lookouts,No Dogs Permitted,Horses Permitted,Cycling Permitted,,,,,,
3000,Ipswich - Flinders Goolman Conservation Estate,false,60,Entry to this walk is from Hardings Paddock Picnic Area -,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/gamlen-circuit,Gamlen Circuit,,,,,,,,,,
7500,Ipswich - Flinders Goolman Conservation Estate,false,150,Entry is from Hardings Paddock Picnic Area,Medium,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/goolman-lookout,Goolman Lookout,Lookouts,No Dogs Permitted,Horses Permitted,Cycling Permitted,Trail Bikes Permitted,,,,,
7000,Ipswich - Flinders Goolman Conservation Estate,true,240,"A steep climb up the northwestern ridge of Flinders Peak, passing over several crests giving expansive views north to Brisbane on the way up.  As it climbs higher, views expand to include the Fassifern Valley and south west to Lamington plateau.",Hard,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/flinders-peak,Flinders Peak,Toilets,Scrambling or Climbing,,,,,,,,
2500,Ipswich - Flinders Goolman Conservation Estate,false,120,Entry is from Flinders Plum Picnic Area,Hard,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/mount-blaine,Mount Blaine,Lookouts,,,,,,,,,
800,Ipswich - Haig Street Quarry Bushland Reserve,false,60,Haig Street Quarry Bushland Reserve is located only five,Very Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/bearded-dragon-circuit,Bearded Dragon Circuit,,,,,,,,,,
4000,Karawatha Forest,false,60,"From Stretton Reserve, cross the bridge and head up Casuarina Track. Take the right onto Macaluta track. About a kilometre or so in, right before you hit the join with Hakea track, you'll see a steep track heading to the left. Scramble up there and you've reached the peak of Poets Rock. A good place to think and write poetry.",Easy,qld,false,https://www.aussiebushwalking.com/qld/karawatha-forest/poets-rock,Poets Rock,Dogs Permitted,No Horses Permitted,Cycling Permitted,No Trail Bikes Permitted,,,,,,
560,Ipswich - Flinders Goolman Conservation Estate,false,null,"Entry to this walk is from Harding's Paddock Picnic Area - Encompassing the Picnic and Bush Tucker areas, this trail is flat and easily accessible for all levels of fitness. Along the trail learn about various bushtucker plants through interpretive signage from both an Indigenous and European perspective.",Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/chalk-circuit,Chalk Circuit,,,,,,,,,,
200,Ipswich - Demark HIll Conservation Park,false,30,Walk around the Quarry Pond,Very Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/ipswich---purga-nature-reserve/ipswich---demark-hill-conservation-park/waterfall-track,Waterfall Track,,,,,,,,,,
800,Ipswich - Demark HIll Conservation Park,true,30,"Denmark Hill Conservation Park is within walking distance of Ipswich Central.  The main entry and parking areas are located opposite the corner of Deebing and Clay Streets, just south of the city centre.  Walking tracks lead to the water tower and provide 360Â° views of Ipswich City and on a clear day, all the way to Brisbane.  Triassic Park, located within the park boundaries, provides visitors with an opportunity to explore the many fossils that were once found in the area.",Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/ipswich---purga-nature-reserve/ipswich---demark-hill-conservation-park/water-tower-circuit,Water Tower Circuit,Lookouts,Toilets,Dogs Permitted,,,,,,,
19000,Ipswich - Flinders Goolman Conservation Estate,false,420,"This trail forms the backbone of all trails in the Conservation Estate, and connects the two picnic areas. It caters for hiking, horse riding and recreational touring (mountain bike riding). At 38 km return, this trail becomes challenging. Experienced walkers would need to start early in the morning to complete a return trip, requiring at least a 10 to 14 hour day. Note that the conservation estate is open between the hours of 6am and 6pm. Alternatively, a 19km one way walk could be considered for those who can organise travel/accommodation arrangements at the other end. Rugged mountain scenery, views to the coast from Mt Flinders, creek crossings and diverse landscapes such as dry rainforest and heath will reward you.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/ipswich---flinders-goolman-conservation-estate/boonah-to-ipswich-trail,Boonah to Ipswich Trail,,,,,,,,,,
800,Ipswich - Demark HIll Conservation Park,false,60,Denmark Hill Conservation Park is within walking distance of,Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/ipswich---purga-nature-reserve/ipswich---demark-hill-conservation-park/bluey-s-circuit,Blueyâ€™s Circuit,,,,,,,,,,
350,Ipswich - Purga Nature Reserve,false,30,The Purga Nature Reserve allows visitors to view the largest,Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/ipswich---purga-nature-reserve/tea-tree-boardwalk-circuit,Tea Tree Boardwalk Circuit,,,,,,,,,,
500,Ipswich - Purga Nature Reserve,false,30,The Purga Nature Reserve allows visitors to view the largest,Very Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/ipswich---purga-nature-reserve/melaleuca-circuit,Melaleuca Circuit,,,,,,,,,,
1000,Ipswich - Haig Street Quarry Bushland Reserve,false,60,Haig Street Quarry Bushland Reserve is located only five,Very Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/willy-wagtail-circuit,Willy Wagtail Circuit,,,,,,,,,,
1700,Kondalilla National Park,true,45,"This easy walk crosses Picnic Creek, passes through tall eucalypt forest and patches of wet sclerophyll (a mix of eucalypt and rainforest species). Enjoy views over the valley from a lookout point.",Easy,qld,false,https://www.aussiebushwalking.com/qld/kondalilla-national-park/picnic-creek-circuit,Picnic Creek Circuit,Lookouts,Picnic Facilities,BBQ,Toilets,No Dogs Permitted,Rainforest,,,,
400,Ipswich - Demark HIll Conservation Park,false,30,"Denmark Hill Conservation Park is within walking distance of Ipswich Central. The main entry and parking areas are located opposite the corner of Deebing and Clay Streets, just south of the city centre.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/ipswich---purga-nature-reserve/ipswich---demark-hill-conservation-park/quarry-circuit,Quarry Circuit,Toilets,Dogs Permitted,,,,,,,,
8000,Karawatha Forest,false,120,"Starting from Stretton Reserve on Illaweena St, head to the far end of the picnic area and across the bridge over the lagoon. Start following the power lines and head slightly up hill. About 700 metres in, follow the sign to the right Dianella Trail. There's an interesting and rather random car wreck in here. Keep following it at any sign posts by heading to the Wallaby track.",Easy,qld,false,https://www.aussiebushwalking.com/qld/karawatha-forest/the-rocks-circuit--from-stretton-reserve-,The Rocks Circuit (From Stretton Reserve),,,,,,,,,,
3400,Karawatha Forest,true,45,A good circuit walk. Great view over the bushland. Includes stairs.,Easy,qld,false,https://www.aussiebushwalking.com/qld/karawatha-forest/rocks-circuit-acacia-st-entrance-via-ironbark-circuit-,Rocks Circuit,Picnic Facilities,Toilets,Dogs Permitted,,,,,,,
29000,Conondale National Park,false,360,"The walk traverses the Bundaroo and Booloumba Creeks Catchments, mostly following the Connondale Great Walk but utilises cross tracks to truncate the walk.. The lowest point on the walk is the Bundaroo Creek Crossing",Medium,qld,true,https://www.aussiebushwalking.com/qld/kondalilla-national-park/conondale-national-park/conondale-great-walk-southern-cct,Conondale Great Walk Southern Cct,,,,,,,,,,
11000,Conondale National Park,false,210,A nice walk through changing forests to an old forestry fire tower with 360 degree views over the area. You are allowed to climb and enter the fire tower which can make a great spot for lunch or to escape any weather.,Medium,qld,false,https://www.aussiebushwalking.com/qld/kondalilla-national-park/conondale-national-park/booloumba-creek-to-mount-allan,Booloumba Creek to Mount Allan,,,,,,,,,,
2500,Kondalilla National Park,true,60,This walk never fails to please. At a very leisurely stroll you can stop and enjoy the rainforest and spot the pademelons hidden in the bush.  Best time to do the walk is early in the morning to get the pademelons and birds and to avoid the tourist buses.,Very Easy,qld,false,https://www.aussiebushwalking.com/qld/kondalilla-national-park/mary-cairncross-reserve,Mary Cairncross Reserve,Bird Watching,Picnic Facilities,Toilets,Wheelchair Accessibility,No Dogs Permitted,Rainforest,,,,
4700,Kondalilla National Park,false,120,Kondalilla Falls (80m) is one of the most spectacular and accessible falls on the Sunshine Coast Hinterland. The walk down to the falls is 'family friendly' with some rock stairs and a maintained path. Great views of the rainforest valley from the natural rock pools at the top. You can swim in the rock pools at both the top and bottom of the falls.,Medium,qld,false,https://www.aussiebushwalking.com/qld/kondalilla-national-park/kondalilla-falls-circuit,Kondalilla Falls Circuit,Waterfalls,Lookouts,Swimming,Picnic Facilities,BBQ,Toilets,No Dogs Permitted,Rainforest,,
6200,Kondalilla National Park,true,120,"From Flaxton Mill Road car park the walk leads through open eucalypt forest, past rocky outcrops and down hill to Baxter Creek with its beautiful waterfall. Turn around at the Baxter Creek suspension bridge and return to your car along the same walking track. This walk requires a reasonable level of fitness as the uphill return walk is quite steep in places.",Hard,qld,false,https://www.aussiebushwalking.com/qld/kondalilla-national-park/baxter-creek-falls,Baxter Creek Falls,Waterfalls,Bird Watching,Toilets,Rainforest,,,,,,
3400,Lamington National Park,true,60,"The sealed track to Python Rock has even grades, suitable for older people and those confined to wheelchairs. The booyongs and figs near the West Cliff turn off are impressive as are the large New England Blackbutt as you enter the open forest for the first time. The view from Python Rock overlooks Castle Crag to the Lost World with Mount Throakban on the left and Moran's Falls. You can proceed up the hill from the lookout on a tough track and turn left for West Cliff.",Easy,qld,false,https://www.aussiebushwalking.com/qld/lamington/python-rock,Python Rock,,,,,,,,,,
10000,Lamington National Park,true,300,Neglected Mountain lives up to it's name which is a shame because the walk provides excellent views from the top.,Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/neglected-mountain,Neglected Mountain,Lookouts,Navigation Required,,,,,,,,
4400,Lamington National Park,true,90,Visit the falls near the O'Reilly's original hut on the plateau and grab some great views of the waterfall and across the gorge towards Castle Crag.,Easy,qld,false,https://www.aussiebushwalking.com/qld/lamington/morans-falls,Morans Falls,,,,,,,,,,
7000,Lamington National Park,false,180,"Visit a few fantastic lookouts which capture the amazing Lost World Plateau, Moran's Falls and the border ranges including Mt Throakban. Can be combined with Moran's Falls, Lyrebird Lookout or the Wishing Tree walks.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/moonlight-crag-balancing-rock-castle-crag,"Moonlight Crag, Balancing Rock and Castle Crag",,,,,,,,,,
12000,Lamington National Park,true,180,This circuit branches off ship's stern 3.7 km from the trail head.  It passes though a variety of habitat types and some impressive views.  You can start from either just south of the information center (500 m) and walk clockwise finishing up at Binna Burra the walking back down the road.  You can also return via the Caves Circuit (add an extra 1.6 km).  A nice 3 km diversion is to go down to Lower Ballunjul Falls.,Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/lower-bellbird-circuit,Lower Bellbird Circuit,,,,,,,,,,
null,Lamington National Park,false,null,"An off-track walk from the border gate to Bushrangers Caves, which used to be an aboriginal camp. The adventurous can head on up Mt Wagawn to join up with the main Lamington track system.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/bushrangers-cave,Bushrangers Cave,,,,,,,,,,
6000,Lamington National Park,true,60,Farm yard grass treck to water fall cave rocks,Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/bushranger-caves,Bushranger caves,,,,,,,,,,
10600,Lamington National Park,false,300,"The Box Forest Track leaves the Picnic Rock track 2.7 km from the entrance and is a most rewarding circuit walk. The track winds down through stands of Brush Box and Piccabeen Palms, to the lush sub-tropical rainforest along Canungra Creek. Pepper Vines cling to tall trees that often support spectacular tree gardens.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/box-forest,Box Forest,,,,,,,,,,
20600,Lamington National Park,true,390,A lesser used walk starting at O'Reillys and spawning from the Border track.,Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/valley-of-echoes-via-albert-river-circuit,Albert River Circuit,Waterfalls,Lookouts,Rainforest,,,,,,,
5000,Kondalilla National Park,false,60,"This walk can be accessed via Schultz road, in Witta, and appears to be a 4x4 telegraph track (frequently crossing through a power line area). It includes wet and dry Schlerophyll forests, and is Ideal in spring when it isn't too cold. Also, don't go after heavy rain, as creek crossings may be flooded.",Medium,qld,true,https://www.aussiebushwalking.com/qld/kondalilla-national-park/unknown,unknown,Lookouts,Swimming,4WD Required,No Dogs Permitted,Cycling Permitted,No Trail Bikes Permitted,Rainforest,,,
24630,Conondale National Park,true,465,A lovely walk through pristine forest and patches of rainforest passing over old bridges.,Medium,qld,false,https://www.aussiebushwalking.com/qld/kondalilla-national-park/conondale-national-park/sunday-creek-fire-tower-site-and-environs,Sunday Creek Fire Tower site and environs,Bird Watching,4WD Required,Rainforest,,,,,,,
14000,Kondalilla National Park,false,510,Either A rock hop and swim down Skene Creek and Obi Obi Creek. Alternatively you can follow the Great Walk Path ( A lot Easier but not as scenic),Very Hard,qld,false,https://www.aussiebushwalking.com/qld/kondalilla-national-park/obi-obi-gorge,Obi Obi Gorge,,,,,,,,,,
10000,Lamington National Park,true,360,"Great, but long and difficult walk from O'Reily's, following a path down to Blue Pool, then a run down path that's hard to find in some sections down to stairway falls.  Goes though a lot of great scenery and you should definitely be prepared for your feet to get wet as you need to continually cross the creek to keep on path.",Hard,qld,false,https://www.aussiebushwalking.com/qld/lamington/stairway-falls,Stairway Falls,Waterfalls,Swimming,Rainforest,,,,,,,
18000,Binna Burra,false,480,This track showsoff some of Binna Burras best assets and is one of the prettiest walks in this section of the park. The waterfalls are at their best after rain. The track does cross over the Coomera River several times and crossings can become tricky if water levels are high.,Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/coomera-circuit,Coomera Circuit,,,,,,,,,,
15000,Binna Burra,false,600,A hard offtrack footslog up the Coomera river from Gwongoorool Pool.,Very Hard,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/coomera-gorge,Coomera Gorge,,,,,,,,,,
2000,Binna Burra,true,60,"This track branches off the Ships Stern circuit and descends through rainforest and open forest before emerging suddenly at Bellbird lookoutâ€”a natural lookout (with no handrails) above a very high, sheer cliff. Please keep children under close supervision and keep well away from the cliff edge.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/bellbird-lookout,Bellbird Lookout,Lookouts,Bird Watching,Picnic Facilities,No Dogs Permitted,Rainforest,,,,,
18000,Binna Burra,true,360,An awesome but seldom visited lookout offering near 360 degree views along the Numinbah Valley.,Medium,qld,false,https://www.aussiebushwalking.com/qld/lamington/binna-burra/araucaria-lookout,Araucaria Lookout,Lookouts,Bird Watching,Rainforest,,,,,,,
400,Ipswich - Demark HIll Conservation Park,false,30,Denmark Hill Conservation Park is within walking distance of,Very Easy,qld,false,https://www.aussiebushwalking.com/qld/ipswich/ipswich---haig-street-quarry-bushland-reserve/ipswich---purga-nature-reserve/ipswich---demark-hill-conservation-park/triassic-circuit,Triassic Circuit,,,,,,,,,,
